Variable QN: i, j, s
0, Filete de Pescado, 69, 16
0, Filete de Pescado, 69, 17
0, Filete de Pescado, 69, 18
0, Filete de Pescado, 69, 19
0, Filete de Pescado, 70, 1
0, Filete de Pescado, 70, 2
935000, Filete de Pescado, 70, 3
0, Filete de Pescado, 70, 4
1000000, Filete de Pescado, 70, 5
5108, Filete de Pescado, 70, 6
0, Filete de Pescado, 70, 7
0, Filete de Pescado, 70, 8
0, Filete de Pescado, 70, 9
0, Filete de Pescado, 70, 10
0, Filete de Pescado, 70, 11
0, Filete de Pescado, 70, 12
0, Filete de Pescado, 70, 13
0, Filete de Pescado, 70, 14
0, Filete de Pescado, 70, 15
0, Filete de Pescado, 70, 16
0, Filete de Pescado, 70, 17
0, Filete de Pescado, 70, 18
0, Filete de Pescado, 70, 19
385029, Garbanzo, 1, 1
0, Garbanzo, 1, 2
0, Garbanzo, 1, 3
0, Garbanzo, 1, 4
385029, Garbanzo, 1, 5
0, Garbanzo, 1, 6
0, Garbanzo, 1, 7
0, Garbanzo, 1, 8
0, Garbanzo, 1, 9
0, Garbanzo, 1, 10
455911, Garbanzo, 1, 11
455911, Garbanzo, 1, 12
455911, Garbanzo, 1, 13
0, Garbanzo, 1, 14
0, Garbanzo, 1, 15
455911, Garbanzo, 1, 16
0, Garbanzo, 1, 17
0, Garbanzo, 1, 18
340629, Garbanzo, 1, 19
0, Garbanzo, 2, 1
0, Garbanzo, 2, 2
240430, Garbanzo, 2, 3
3323, Garbanzo, 2, 4
0, Garbanzo, 2, 5
0, Garbanzo, 2, 6
575049, Garbanzo, 2, 7
195321, Garbanzo, 2, 8
0, Garbanzo, 2, 9
0, Garbanzo, 2, 10
0, Garbanzo, 2, 11
455911, Garbanzo, 2, 12
0, Garbanzo, 2, 13
0, Garbanzo, 2, 14
455911, Garbanzo, 2, 15
455911, Garbanzo, 2, 16
0, Garbanzo, 2, 17
0, Garbanzo, 2, 18
193705, Garbanzo, 2, 19
455911, Garbanzo, 3, 1
455911, Garbanzo, 3, 2
0, Garbanzo, 3, 3
455911, Garbanzo, 3, 4
0, Garbanzo, 3, 5
0, Garbanzo, 3, 6
311312, Garbanzo, 3, 7
0, Garbanzo, 3, 8
0, Garbanzo, 3, 9
0, Garbanzo, 3, 10
0, Garbanzo, 3, 11
4330, Garbanzo, 3, 12
455911, Garbanzo, 3, 13
0, Garbanzo, 3, 14
455911, Garbanzo, 3, 15
76098, Garbanzo, 3, 16
0, Garbanzo, 3, 17
0, Garbanzo, 3, 18
0, Garbanzo, 3, 19
749815, Garbanzo, 4, 1
455911, Garbanzo, 4, 2
0, Garbanzo, 4, 3
455911, Garbanzo, 4, 4
455911, Garbanzo, 4, 5
0, Garbanzo, 4, 6
455911, Garbanzo, 4, 7
0, Garbanzo, 4, 8
455911, Garbanzo, 4, 9
0, Garbanzo, 4, 10
392741, Garbanzo, 4, 11
4909, Garbanzo, 4, 12
455911, Garbanzo, 4, 13
0, Garbanzo, 4, 14
0, Garbanzo, 4, 15
0, Garbanzo, 4, 16
0, Garbanzo, 4, 17
0, Garbanzo, 4, 18
0, Garbanzo, 4, 19
0, Garbanzo, 5, 1
0, Garbanzo, 5, 2
0, Garbanzo, 5, 3
455911, Garbanzo, 5, 4
0, Garbanzo, 5, 5
0, Garbanzo, 5, 6
0, Garbanzo, 5, 7
0, Garbanzo, 5, 8
0, Garbanzo, 5, 9
455911, Garbanzo, 5, 10
0, Garbanzo, 5, 11
0, Garbanzo, 5, 12
455911, Garbanzo, 5, 13
0, Garbanzo, 5, 14
0, Garbanzo, 5, 15
0, Garbanzo, 5, 16
0, Garbanzo, 5, 17
455911, Garbanzo, 5, 18
455911, Garbanzo, 5, 19
459603, Garbanzo, 6, 1
0, Garbanzo, 6, 2
0, Garbanzo, 6, 3
455911, Garbanzo, 6, 4
115679, Garbanzo, 6, 5
0, Garbanzo, 6, 6
240430, Garbanzo, 6, 7
0, Garbanzo, 6, 8
0, Garbanzo, 6, 9
455911, Garbanzo, 6, 10
0, Garbanzo, 6, 11
0, Garbanzo, 6, 12
56648, Garbanzo, 6, 13
0, Garbanzo, 6, 14
0, Garbanzo, 6, 15
0, Garbanzo, 6, 16
0, Garbanzo, 6, 17
0, Garbanzo, 6, 18
193705, Garbanzo, 6, 19
455911, Garbanzo, 7, 1
455911, Garbanzo, 7, 2
0, Garbanzo, 7, 3
0, Garbanzo, 7, 4
0, Garbanzo, 7, 5
0, Garbanzo, 7, 6
0, Garbanzo, 7, 7
0, Garbanzo, 7, 8
455911, Garbanzo, 7, 9
0, Garbanzo, 7, 10
0, Garbanzo, 7, 11
0, Garbanzo, 7, 12
777771, Garbanzo, 7, 13
0, Garbanzo, 7, 14
455911, Garbanzo, 7, 15
455911, Garbanzo, 7, 16
4909, Garbanzo, 7, 17
0, Garbanzo, 7, 18
866713, Garbanzo, 7, 19
911823, Garbanzo, 8, 1
455911, Garbanzo, 8, 2
455911, Garbanzo, 8, 3
0, Garbanzo, 8, 4
455911, Garbanzo, 8, 5
455911, Garbanzo, 8, 6
0, Garbanzo, 8, 7
455911, Garbanzo, 8, 8
0, Garbanzo, 8, 9
0, Garbanzo, 8, 10
0, Garbanzo, 8, 11
0, Garbanzo, 8, 12
385029, Garbanzo, 8, 13
455911, Garbanzo, 8, 14
0, Garbanzo, 8, 15
0, Garbanzo, 8, 16
0, Garbanzo, 8, 17
0, Garbanzo, 8, 18
733371, Garbanzo, 8, 19
455911, Garbanzo, 9, 1
0, Garbanzo, 9, 2
0, Garbanzo, 9, 3
455911, Garbanzo, 9, 4
0, Garbanzo, 9, 5
0, Garbanzo, 9, 6
911823, Garbanzo, 9, 7
0, Garbanzo, 9, 8
0, Garbanzo, 9, 9
0, Garbanzo, 9, 10
455911, Garbanzo, 9, 11
0, Garbanzo, 9, 12
311312, Garbanzo, 9, 13
0, Garbanzo, 9, 14
455911, Garbanzo, 9, 15
0, Garbanzo, 9, 16
0, Garbanzo, 9, 17
0, Garbanzo, 9, 18
455911, Garbanzo, 9, 19
550949, Garbanzo, 10, 1
0, Garbanzo, 10, 2
0, Garbanzo, 10, 3
0, Garbanzo, 10, 4
0, Garbanzo, 10, 5
0, Garbanzo, 10, 6
455911, Garbanzo, 10, 7
4909, Garbanzo, 10, 8
455911, Garbanzo, 10, 9
455911, Garbanzo, 10, 10
0, Garbanzo, 10, 11
0, Garbanzo, 10, 12
455911, Garbanzo, 10, 13
0, Garbanzo, 10, 14
0, Garbanzo, 10, 15
633172, Garbanzo, 10, 16
0, Garbanzo, 10, 17
0, Garbanzo, 10, 18
95832, Garbanzo, 10, 19
0, Garbanzo, 11, 1
0, Garbanzo, 11, 2
318117, Garbanzo, 11, 3
0, Garbanzo, 11, 4
455911, Garbanzo, 11, 5
0, Garbanzo, 11, 6
135242, Garbanzo, 11, 7
0, Garbanzo, 11, 8
0, Garbanzo, 11, 9
0, Garbanzo, 11, 10
455911, Garbanzo, 11, 11
0, Garbanzo, 11, 12
214913, Garbanzo, 11, 13
0, Garbanzo, 11, 14
0, Garbanzo, 11, 15
392741, Garbanzo, 11, 16
0, Garbanzo, 11, 17
0, Garbanzo, 11, 18
911823, Garbanzo, 11, 19
455911, Garbanzo, 12, 1
0, Garbanzo, 12, 2
4330, Garbanzo, 12, 3
911823, Garbanzo, 12, 4
455911, Garbanzo, 12, 5
0, Garbanzo, 12, 6
321859, Garbanzo, 12, 7
0, Garbanzo, 12, 8
455911, Garbanzo, 12, 9
0, Garbanzo, 12, 10
0, Garbanzo, 12, 11
455911, Garbanzo, 12, 12
911823, Garbanzo, 12, 13
240430, Garbanzo, 12, 14
214913, Garbanzo, 12, 15
4909, Garbanzo, 12, 16
0, Garbanzo, 12, 17
0, Garbanzo, 12, 18
862772, Garbanzo, 12, 19
911823, Garbanzo, 13, 1
3323, Garbanzo, 13, 2
0, Garbanzo, 13, 3
0, Garbanzo, 13, 4
0, Garbanzo, 13, 5
0, Garbanzo, 13, 6
455911, Garbanzo, 13, 7
0, Garbanzo, 13, 8
0, Garbanzo, 13, 9
5037, Garbanzo, 13, 10
0, Garbanzo, 13, 11
0, Garbanzo, 13, 12
455911, Garbanzo, 13, 13
0, Garbanzo, 13, 14
311312, Garbanzo, 13, 15
0, Garbanzo, 13, 16
0, Garbanzo, 13, 17
0, Garbanzo, 13, 18
911823, Garbanzo, 13, 19
455911, Garbanzo, 14, 1
0, Garbanzo, 14, 2
0, Garbanzo, 14, 3
911823, Garbanzo, 14, 4
0, Garbanzo, 14, 5
0, Garbanzo, 14, 6
197686, Garbanzo, 14, 7
455911, Garbanzo, 14, 8
0, Garbanzo, 14, 9
0, Garbanzo, 14, 10
0, Garbanzo, 14, 11
0, Garbanzo, 14, 12
0, Garbanzo, 14, 13
0, Garbanzo, 14, 14
0, Garbanzo, 14, 15
24950, Garbanzo, 14, 16
0, Garbanzo, 14, 17
455911, Garbanzo, 14, 18
505018, Garbanzo, 14, 19
579075, Garbanzo, 15, 1
0, Garbanzo, 15, 2
455911, Garbanzo, 15, 3
455911, Garbanzo, 15, 4
0, Garbanzo, 15, 5
0, Garbanzo, 15, 6
455911, Garbanzo, 15, 7
0, Garbanzo, 15, 8
0, Garbanzo, 15, 9
0, Garbanzo, 15, 10
0, Garbanzo, 15, 11
455911, Garbanzo, 15, 12
911823, Garbanzo, 15, 13
455911, Garbanzo, 15, 14
0, Garbanzo, 15, 15
0, Garbanzo, 15, 16
0, Garbanzo, 15, 17
0, Garbanzo, 15, 18
385029, Garbanzo, 15, 19
840941, Garbanzo, 16, 1
0, Garbanzo, 16, 2
0, Garbanzo, 16, 3
460820, Garbanzo, 16, 4
0, Garbanzo, 16, 5
0, Garbanzo, 16, 6
455911, Garbanzo, 16, 7
0, Garbanzo, 16, 8
0, Garbanzo, 16, 9
214913, Garbanzo, 16, 10
0, Garbanzo, 16, 11
0, Garbanzo, 16, 12
455911, Garbanzo, 16, 13
455911, Garbanzo, 16, 14
0, Garbanzo, 16, 15
0, Garbanzo, 16, 16
0, Garbanzo, 16, 17
0, Garbanzo, 16, 18
911823, Garbanzo, 16, 19
455911, Garbanzo, 17, 1
0, Garbanzo, 17, 2
240430, Garbanzo, 17, 3
455911, Garbanzo, 17, 4
0, Garbanzo, 17, 5
455911, Garbanzo, 17, 6
0, Garbanzo, 17, 7
4909, Garbanzo, 17, 8
455911, Garbanzo, 17, 9
0, Garbanzo, 17, 10
0, Garbanzo, 17, 11
0, Garbanzo, 17, 12
455911, Garbanzo, 17, 13
0, Garbanzo, 17, 14
0, Garbanzo, 17, 15
0, Garbanzo, 17, 16
0, Garbanzo, 17, 17
0, Garbanzo, 17, 18
0, Garbanzo, 17, 19
911823, Garbanzo, 18, 1
0, Garbanzo, 18, 2
0, Garbanzo, 18, 3
4330, Garbanzo, 18, 4
168188, Garbanzo, 18, 5
70314, Garbanzo, 18, 6
8368, Garbanzo, 18, 7
0, Garbanzo, 18, 8
455911, Garbanzo, 18, 9
0, Garbanzo, 18, 10
0, Garbanzo, 18, 11
15215, Garbanzo, 18, 12
360136, Garbanzo, 18, 13
406861, Garbanzo, 18, 14
0, Garbanzo, 18, 15
0, Garbanzo, 18, 16
24950, Garbanzo, 18, 17
455911, Garbanzo, 18, 18
455911, Garbanzo, 18, 19
395336, Garbanzo, 19, 1
0, Garbanzo, 19, 2
0, Garbanzo, 19, 3
455911, Garbanzo, 19, 4
0, Garbanzo, 19, 5
0, Garbanzo, 19, 6
168188, Garbanzo, 19, 7
455911, Garbanzo, 19, 8
0, Garbanzo, 19, 9
455911, Garbanzo, 19, 10
0, Garbanzo, 19, 11
0, Garbanzo, 19, 12
607655, Garbanzo, 19, 13
0, Garbanzo, 19, 14
0, Garbanzo, 19, 15
0, Garbanzo, 19, 16
455911, Garbanzo, 19, 17
0, Garbanzo, 19, 18
318117, Garbanzo, 19, 19
796540, Garbanzo, 20, 1
0, Garbanzo, 20, 2
0, Garbanzo, 20, 3
0, Garbanzo, 20, 4
0, Garbanzo, 20, 5
0, Garbanzo, 20, 6
240430, Garbanzo, 20, 7
0, Garbanzo, 20, 8
193705, Garbanzo, 20, 9
0, Garbanzo, 20, 10
0, Garbanzo, 20, 11
0, Garbanzo, 20, 12
0, Garbanzo, 20, 13
0, Garbanzo, 20, 14
0, Garbanzo, 20, 15
455911, Garbanzo, 20, 16
0, Garbanzo, 20, 17
455911, Garbanzo, 20, 18
340629, Garbanzo, 20, 19
460820, Garbanzo, 21, 1
0, Garbanzo, 21, 2
240430, Garbanzo, 21, 3
455911, Garbanzo, 21, 4
311312, Garbanzo, 21, 5
0, Garbanzo, 21, 6
0, Garbanzo, 21, 7
0, Garbanzo, 21, 8
0, Garbanzo, 21, 9
0, Garbanzo, 21, 10
0, Garbanzo, 21, 11
0, Garbanzo, 21, 12
625460, Garbanzo, 21, 13
115679, Garbanzo, 21, 14
0, Garbanzo, 21, 15
455911, Garbanzo, 21, 16
911823, Garbanzo, 21, 17
0, Garbanzo, 21, 18
0, Garbanzo, 21, 19
397070, Garbanzo, 22, 1
0, Garbanzo, 22, 2
0, Garbanzo, 22, 3
0, Garbanzo, 22, 4
0, Garbanzo, 22, 5
0, Garbanzo, 22, 6
558548, Garbanzo, 22, 7
0, Garbanzo, 22, 8
0, Garbanzo, 22, 9
76098, Garbanzo, 22, 10
0, Garbanzo, 22, 11
0, Garbanzo, 22, 12
455911, Garbanzo, 22, 13
455911, Garbanzo, 22, 14
0, Garbanzo, 22, 15
0, Garbanzo, 22, 16
0, Garbanzo, 22, 17
455911, Garbanzo, 22, 18
0, Garbanzo, 22, 19
911823, Garbanzo, 23, 1
455911, Garbanzo, 23, 2
0, Garbanzo, 23, 3
455911, Garbanzo, 23, 4
0, Garbanzo, 23, 5
0, Garbanzo, 23, 6
0, Garbanzo, 23, 7
0, Garbanzo, 23, 8
0, Garbanzo, 23, 9
0, Garbanzo, 23, 10
0, Garbanzo, 23, 11
0, Garbanzo, 23, 12
169549, Garbanzo, 23, 13
0, Garbanzo, 23, 14
376240, Garbanzo, 23, 15
455911, Garbanzo, 23, 16
0, Garbanzo, 23, 17
3969, Garbanzo, 23, 18
546073, Garbanzo, 23, 19
848653, Garbanzo, 24, 1
0, Garbanzo, 24, 2
0, Garbanzo, 24, 3
455911, Garbanzo, 24, 4
0, Garbanzo, 24, 5
455911, Garbanzo, 24, 6
455911, Garbanzo, 24, 7
0, Garbanzo, 24, 8
0, Garbanzo, 24, 9
455911, Garbanzo, 24, 10
0, Garbanzo, 24, 11
0, Garbanzo, 24, 12
117096, Garbanzo, 24, 13
0, Garbanzo, 24, 14
0, Garbanzo, 24, 15
0, Garbanzo, 24, 16
0, Garbanzo, 24, 17
0, Garbanzo, 24, 18
0, Garbanzo, 24, 19
455911, Garbanzo, 25, 1
0, Garbanzo, 25, 2
0, Garbanzo, 25, 3
0, Garbanzo, 25, 4
0, Garbanzo, 25, 5
0, Garbanzo, 25, 6
0, Garbanzo, 25, 7
0, Garbanzo, 25, 8
0, Garbanzo, 25, 9
160759, Garbanzo, 25, 10
0, Garbanzo, 25, 11
0, Garbanzo, 25, 12
0, Garbanzo, 25, 13
0, Garbanzo, 25, 14
240430, Garbanzo, 25, 15
0, Garbanzo, 25, 16
0, Garbanzo, 25, 17
0, Garbanzo, 25, 18
911823, Garbanzo, 25, 19
455911, Garbanzo, 26, 1
0, Garbanzo, 26, 2
0, Garbanzo, 26, 3
911823, Garbanzo, 26, 4
240430, Garbanzo, 26, 5
406861, Garbanzo, 26, 6
0, Garbanzo, 26, 7
0, Garbanzo, 26, 8
0, Garbanzo, 26, 9
0, Garbanzo, 26, 10
0, Garbanzo, 26, 11
0, Garbanzo, 26, 12
0, Garbanzo, 26, 13
0, Garbanzo, 26, 14
0, Garbanzo, 26, 15
0, Garbanzo, 26, 16
455911, Garbanzo, 26, 17
0, Garbanzo, 26, 18
385029, Garbanzo, 26, 19
0, Garbanzo, 27, 1
455911, Garbanzo, 27, 2
0, Garbanzo, 27, 3
0, Garbanzo, 27, 4
406861, Garbanzo, 27, 5
0, Garbanzo, 27, 6
120013, Garbanzo, 27, 7
0, Garbanzo, 27, 8
0, Garbanzo, 27, 9
240430, Garbanzo, 27, 10
0, Garbanzo, 27, 11
0, Garbanzo, 27, 12
911823, Garbanzo, 27, 13
385029, Garbanzo, 27, 14
0, Garbanzo, 27, 15
0, Garbanzo, 27, 16
0, Garbanzo, 27, 17
0, Garbanzo, 27, 18
196030, Garbanzo, 27, 19
911823, Garbanzo, 28, 1
0, Garbanzo, 28, 2
455911, Garbanzo, 28, 3
455911, Garbanzo, 28, 4
455911, Garbanzo, 28, 5
0, Garbanzo, 28, 6
3691, Garbanzo, 28, 7
455911, Garbanzo, 28, 8
455911, Garbanzo, 28, 9
0, Garbanzo, 28, 10
455911, Garbanzo, 28, 11
0, Garbanzo, 28, 12
409186, Garbanzo, 28, 13
0, Garbanzo, 28, 14
0, Garbanzo, 28, 15
0, Garbanzo, 28, 16
0, Garbanzo, 28, 17
0, Garbanzo, 28, 18
291579, Garbanzo, 28, 19
0, Garbanzo, 29, 1
0, Garbanzo, 29, 2
0, Garbanzo, 29, 3
455911, Garbanzo, 29, 4
0, Garbanzo, 29, 5
0, Garbanzo, 29, 6
455911, Garbanzo, 29, 7
0, Garbanzo, 29, 8
0, Garbanzo, 29, 9
0, Garbanzo, 29, 10
0, Garbanzo, 29, 11
4909, Garbanzo, 29, 12
466217, Garbanzo, 29, 13
0, Garbanzo, 29, 14
0, Garbanzo, 29, 15
0, Garbanzo, 29, 16
0, Garbanzo, 29, 17
455911, Garbanzo, 29, 18
0, Garbanzo, 29, 19
455911, Garbanzo, 30, 1
0, Garbanzo, 30, 2
0, Garbanzo, 30, 3
0, Garbanzo, 30, 4
0, Garbanzo, 30, 5
0, Garbanzo, 30, 6
524865, Garbanzo, 30, 7
0, Garbanzo, 30, 8
0, Garbanzo, 30, 9
455911, Garbanzo, 30, 10
0, Garbanzo, 30, 11
0, Garbanzo, 30, 12
704054, Garbanzo, 30, 13
0, Garbanzo, 30, 14
0, Garbanzo, 30, 15
0, Garbanzo, 30, 16
0, Garbanzo, 30, 17
0, Garbanzo, 30, 18
0, Garbanzo, 30, 19
455911, Garbanzo, 31, 1
0, Garbanzo, 31, 2
455911, Garbanzo, 31, 3
0, Garbanzo, 31, 4
169549, Garbanzo, 31, 5
0, Garbanzo, 31, 6
455911, Garbanzo, 31, 7
0, Garbanzo, 31, 8
0, Garbanzo, 31, 9
0, Garbanzo, 31, 10
0, Garbanzo, 31, 11
455911, Garbanzo, 31, 12
911823, Garbanzo, 31, 13
0, Garbanzo, 31, 14
0, Garbanzo, 31, 15
397650, Garbanzo, 31, 16
0, Garbanzo, 31, 17
455911, Garbanzo, 31, 18
911823, Garbanzo, 31, 19
240430, Garbanzo, 32, 1
0, Garbanzo, 32, 2
0, Garbanzo, 32, 3
0, Garbanzo, 32, 4
0, Garbanzo, 32, 5
0, Garbanzo, 32, 6
455911, Garbanzo, 32, 7
0, Garbanzo, 32, 8
0, Garbanzo, 32, 9
0, Garbanzo, 32, 10
193705, Garbanzo, 32, 11
177261, Garbanzo, 32, 12
0, Garbanzo, 32, 13
0, Garbanzo, 32, 14
0, Garbanzo, 32, 15
0, Garbanzo, 32, 16
0, Garbanzo, 32, 17
0, Garbanzo, 32, 18
0, Garbanzo, 32, 19
0, Garbanzo, 33, 1
0, Garbanzo, 33, 2
0, Garbanzo, 33, 3
911823, Garbanzo, 33, 4
0, Garbanzo, 33, 5
0, Garbanzo, 33, 6
455911, Garbanzo, 33, 7
0, Garbanzo, 33, 8
0, Garbanzo, 33, 9
0, Garbanzo, 33, 10
455911, Garbanzo, 33, 11
455911, Garbanzo, 33, 12
455911, Garbanzo, 33, 13
0, Garbanzo, 33, 14
0, Garbanzo, 33, 15
0, Garbanzo, 33, 16
0, Garbanzo, 33, 17
385029, Garbanzo, 33, 18
0, Garbanzo, 33, 19
455911, Garbanzo, 34, 1
0, Garbanzo, 34, 2
0, Garbanzo, 34, 3
455911, Garbanzo, 34, 4
0, Garbanzo, 34, 5
0, Garbanzo, 34, 6
0, Garbanzo, 34, 7
0, Garbanzo, 34, 8
0, Garbanzo, 34, 9
0, Garbanzo, 34, 10
0, Garbanzo, 34, 11
0, Garbanzo, 34, 12
0, Garbanzo, 34, 13
0, Garbanzo, 34, 14
455911, Garbanzo, 34, 15
455911, Garbanzo, 34, 16
0, Garbanzo, 34, 17
0, Garbanzo, 34, 18
406861, Garbanzo, 34, 19
0, Garbanzo, 35, 1
0, Garbanzo, 35, 2
0, Garbanzo, 35, 3
392741, Garbanzo, 35, 4
0, Garbanzo, 35, 5
0, Garbanzo, 35, 6
670825, Garbanzo, 35, 7
0, Garbanzo, 35, 8
0, Garbanzo, 35, 9
0, Garbanzo, 35, 10
0, Garbanzo, 35, 11
0, Garbanzo, 35, 12
911823, Garbanzo, 35, 13
0, Garbanzo, 35, 14
0, Garbanzo, 35, 15
0, Garbanzo, 35, 16
0, Garbanzo, 35, 17
0, Garbanzo, 35, 18
865097, Garbanzo, 35, 19
4909, Garbanzo, 36, 1
0, Garbanzo, 36, 2
0, Garbanzo, 36, 3
455911, Garbanzo, 36, 4
0, Garbanzo, 36, 5
0, Garbanzo, 36, 6
0, Garbanzo, 36, 7
376240, Garbanzo, 36, 8
0, Garbanzo, 36, 9
0, Garbanzo, 36, 10
141763, Garbanzo, 36, 11
0, Garbanzo, 36, 12
862772, Garbanzo, 36, 13
0, Garbanzo, 36, 14
0, Garbanzo, 36, 15
4909, Garbanzo, 36, 16
0, Garbanzo, 36, 17
0, Garbanzo, 36, 18
0, Garbanzo, 36, 19
455911, Garbanzo, 37, 1
0, Garbanzo, 37, 2
0, Garbanzo, 37, 3
455911, Garbanzo, 37, 4
0, Garbanzo, 37, 5
0, Garbanzo, 37, 6
0, Garbanzo, 37, 7
0, Garbanzo, 37, 8
0, Garbanzo, 37, 9
0, Garbanzo, 37, 10
0, Garbanzo, 37, 11
4909, Garbanzo, 37, 12
696342, Garbanzo, 37, 13
0, Garbanzo, 37, 14
0, Garbanzo, 37, 15
4909, Garbanzo, 37, 16
0, Garbanzo, 37, 17
455911, Garbanzo, 37, 18
0, Garbanzo, 37, 19
796540, Garbanzo, 38, 1
0, Garbanzo, 38, 2
318117, Garbanzo, 38, 3
240430, Garbanzo, 38, 4
0, Garbanzo, 38, 5
0, Garbanzo, 38, 6
455911, Garbanzo, 38, 7
0, Garbanzo, 38, 8
455911, Garbanzo, 38, 9
455911, Garbanzo, 38, 10
0, Garbanzo, 38, 11
195321, Garbanzo, 38, 12
455911, Garbanzo, 38, 13
0, Garbanzo, 38, 14
0, Garbanzo, 38, 15
455911, Garbanzo, 38, 16
0, Garbanzo, 38, 17
0, Garbanzo, 38, 18
240430, Garbanzo, 38, 19
0, Garbanzo, 39, 1
0, Garbanzo, 39, 2
0, Garbanzo, 39, 3
240430, Garbanzo, 39, 4
0, Garbanzo, 39, 5
4909, Garbanzo, 39, 6
670825, Garbanzo, 39, 7
0, Garbanzo, 39, 8
0, Garbanzo, 39, 9
0, Garbanzo, 39, 10
0, Garbanzo, 39, 11
0, Garbanzo, 39, 12
696342, Garbanzo, 39, 13
0, Garbanzo, 39, 14
455911, Garbanzo, 39, 15
0, Garbanzo, 39, 16
0, Garbanzo, 39, 17
455911, Garbanzo, 39, 18
455911, Garbanzo, 39, 19
796540, Garbanzo, 40, 1
0, Garbanzo, 40, 2
455911, Garbanzo, 40, 3
455911, Garbanzo, 40, 4
0, Garbanzo, 40, 5
0, Garbanzo, 40, 6
115679, Garbanzo, 40, 7
0, Garbanzo, 40, 8
0, Garbanzo, 40, 9
214913, Garbanzo, 40, 10
0, Garbanzo, 40, 11
0, Garbanzo, 40, 12
696342, Garbanzo, 40, 13
0, Garbanzo, 40, 14
0, Garbanzo, 40, 15
24950, Garbanzo, 40, 16
455911, Garbanzo, 40, 17
0, Garbanzo, 40, 18
911823, Garbanzo, 40, 19
455911, Garbanzo, 41, 1
0, Garbanzo, 41, 2
0, Garbanzo, 41, 3
455911, Garbanzo, 41, 4
0, Garbanzo, 41, 5
455911, Garbanzo, 41, 6
455911, Garbanzo, 41, 7
240430, Garbanzo, 41, 8
0, Garbanzo, 41, 9
455911, Garbanzo, 41, 10
0, Garbanzo, 41, 11
0, Garbanzo, 41, 12
4324, Garbanzo, 41, 13
4909, Garbanzo, 41, 14
0, Garbanzo, 41, 15
4328, Garbanzo, 41, 16
318117, Garbanzo, 41, 17
0, Garbanzo, 41, 18
458521, Garbanzo, 41, 19
455911, Garbanzo, 42, 1
0, Garbanzo, 42, 2
4909, Garbanzo, 42, 3
0, Garbanzo, 42, 4
0, Garbanzo, 42, 5
0, Garbanzo, 42, 6
455911, Garbanzo, 42, 7
0, Garbanzo, 42, 8
0, Garbanzo, 42, 9
0, Garbanzo, 42, 10
0, Garbanzo, 42, 11
0, Garbanzo, 42, 12
696342, Garbanzo, 42, 13
455911, Garbanzo, 42, 14
0, Garbanzo, 42, 15
240430, Garbanzo, 42, 16
0, Garbanzo, 42, 17
0, Garbanzo, 42, 18
0, Garbanzo, 42, 19
0, Garbanzo, 43, 1
911823, Garbanzo, 43, 2
240430, Garbanzo, 43, 3
240430, Garbanzo, 43, 4
0, Garbanzo, 43, 5
0, Garbanzo, 43, 6
696342, Garbanzo, 43, 7
0, Garbanzo, 43, 8
0, Garbanzo, 43, 9
0, Garbanzo, 43, 10
455911, Garbanzo, 43, 11
455911, Garbanzo, 43, 12
321519, Garbanzo, 43, 13
455911, Garbanzo, 43, 14
240430, Garbanzo, 43, 15
455911, Garbanzo, 43, 16
0, Garbanzo, 43, 17
0, Garbanzo, 43, 18
911823, Garbanzo, 43, 19
455911, Garbanzo, 44, 1
455911, Garbanzo, 44, 2
0, Garbanzo, 44, 3
56648, Garbanzo, 44, 4
0, Garbanzo, 44, 5
4909, Garbanzo, 44, 6
4328, Garbanzo, 44, 7
0, Garbanzo, 44, 8
455911, Garbanzo, 44, 9
455911, Garbanzo, 44, 10
0, Garbanzo, 44, 11
0, Garbanzo, 44, 12
911823, Garbanzo, 44, 13
0, Garbanzo, 44, 14
0, Garbanzo, 44, 15
0, Garbanzo, 44, 16
0, Garbanzo, 44, 17
0, Garbanzo, 44, 18
911823, Garbanzo, 44, 19
0, Garbanzo, 45, 1
0, Garbanzo, 45, 2
0, Garbanzo, 45, 3
0, Garbanzo, 45, 4
637205, Garbanzo, 45, 5
0, Garbanzo, 45, 6
214913, Garbanzo, 45, 7
0, Garbanzo, 45, 8
0, Garbanzo, 45, 9
455911, Garbanzo, 45, 10
455911, Garbanzo, 45, 11
0, Garbanzo, 45, 12
455911, Garbanzo, 45, 13
0, Garbanzo, 45, 14
90161, Garbanzo, 45, 15
0, Garbanzo, 45, 16
0, Garbanzo, 45, 17
0, Garbanzo, 45, 18
455911, Garbanzo, 45, 19
340629, Garbanzo, 46, 1
0, Garbanzo, 46, 2
0, Garbanzo, 46, 3
240430, Garbanzo, 46, 4
0, Garbanzo, 46, 5
0, Garbanzo, 46, 6
455911, Garbanzo, 46, 7
240430, Garbanzo, 46, 8
0, Garbanzo, 46, 9
0, Garbanzo, 46, 10
0, Garbanzo, 46, 11
4909, Garbanzo, 46, 12
0, Garbanzo, 46, 13
0, Garbanzo, 46, 14
0, Garbanzo, 46, 15
315641, Garbanzo, 46, 16
376240, Garbanzo, 46, 17
0, Garbanzo, 46, 18
455911, Garbanzo, 46, 19
911823, Garbanzo, 47, 1
0, Garbanzo, 47, 2
0, Garbanzo, 47, 3
455911, Garbanzo, 47, 4
4327, Garbanzo, 47, 5
2499, Garbanzo, 47, 6
219243, Garbanzo, 47, 7
410802, Garbanzo, 47, 8
455911, Garbanzo, 47, 9
